t_start,t_end,t_decision,label,score,alarm,dominant,domain,csec_corr,csec_unc,|r_bal|,|r_aux|,|r_cool|,|r_ups|,|r_qp|,|r_pv|,|r_reg|,e_rec,e_fc
11.20,12.47,12.48,0,-0.98469,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.671,0.1339,0.3531,1.24
11.60,12.87,12.88,0,0.14525,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.797,0.3089,7.163,50
12.00,13.27,13.28,0,-1.34173,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.208,0.702,-0.6778,-0.4462
12.40,13.67,13.68,0,-1.30575,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.387,0.2894,-0.5029,0.3247
12.80,14.07,14.08,0,-0.16075,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.951,0.003682,6.503,50
13.20,14.47,14.48,0,-1.57712,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.085,0.3184,-1.124,-0.6559
13.60,14.87,14.88,0,-1.48939,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4456,-0.1543,-0.7547,1.125
14.00,15.27,15.28,0,-0.84774,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.474,0.04943,4.609,50
14.40,15.67,15.68,0,-1.21089,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.794,0.8527,0.1296,-0.4305
14.80,16.07,16.08,0,-1.18407,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.165,0.3303,0.1658,0.9711
15.20,16.47,16.48,0,0.01670,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.236,0.1914,6.943,48.59
15.60,16.87,16.88,0,-1.28470,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.966,1.265,-0.2758,-0.6937
16.00,17.27,17.28,0,-1.01175,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.962,0.2334,0.2864,0.03184
16.40,17.67,17.68,0,-0.97409,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.205,0.09622,3.931,50
16.80,18.07,18.08,0,-0.99876,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.132,0.2479,0.5291,-0.0373
17.20,18.47,18.48,0,-1.52303,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.443,0.4237,-0.7955,0.3966
17.60,18.87,18.88,0,-0.49153,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.55,0.5196,5.654,48.43
18.00,19.27,19.28,0,-1.33776,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.488,1.758,-0.1748,-0.6918
18.40,19.67,19.68,0,-1.16859,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.15,0.3764,-0.08852,-0.2781
18.80,20.07,20.08,0,-0.99112,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.567,0.2001,3.859,50
19.20,20.47,20.48,0,-1.38802,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.538,0.1085,-0.7366,-0.3471
19.60,20.87,20.88,0,-1.45767,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.5512,-0.1885,-0.7364,0.2802
20.00,21.27,21.28,0,-0.54861,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.9154,-0.02011,5.652,50
20.40,21.67,21.68,0,-1.49403,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.7766,0.6385,-0.5711,-0.1954
20.80,22.07,22.08,0,-1.49467,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.07737,-0.01815,-0.7992,-0.2567
21.20,22.47,22.48,0,-0.52454,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4022,0.05897,5.592,50
21.60,22.87,22.88,0,-1.56663,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4969,0.4725,-0.9514,-0.005625
22.00,23.27,23.28,0,-1.44838,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.747,-0.03715,-0.746,-0.3615
22.40,23.67,23.68,0,-1.30015,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.7366,-2.53e-05,3.208,50
22.80,24.07,24.08,0,-1.11506,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.5819,1.009,0.5529,0.7346
23.20,24.47,24.48,0,-1.51287,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.5452,1.527,-0.4527,0.2441
23.60,24.87,24.88,0,-1.69205,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-1.148,1.84,2.109,43.04
24.00,25.27,25.28,0,-1.40578,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.7447,3.401,0.2697,0.5043
24.40,25.67,25.68,0,-1.69666,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.3612,2.657,-0.8158,0.1603
24.80,26.07,26.08,0,-0.95091,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.9599,2.346,4.507,47.45
25.20,26.47,26.48,0,-1.35345,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.616,3.089,0.1075,0.5841
25.60,26.87,26.88,0,-1.15009,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.408,1.441,0.1553,-0.09345
26.00,27.27,27.28,0,-0.95065,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.623,1.054,4.05,48.74
26.40,27.67,27.68,0,-1.17148,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.617,1.239,0.2042,0.8162
26.80,28.07,28.08,0,-1.47566,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.3539,1.481,-0.4439,0.3398
27.20,28.47,28.48,0,-1.28877,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.9535,2.137,3.764,48.87
27.60,28.87,28.88,0,-1.07276,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.8105,3.684,1.417,1.694
28.00,29.27,29.28,0,-1.54095,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.9333,3.55,-0.07767,0.6457
28.40,29.67,29.68,0,-1.62620,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-1.266,3.721,2.883,45.93
28.80,30.07,30.08,0,-1.50239,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.8511,4.65,0.3112,1.668
29.20,30.47,30.48,0,-1.32686,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.231,2.593,0.08875,-0.09434
29.60,30.87,30.88,0,-1.22896,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.839,1.545,3.25,46.65
30.00,31.27,31.28,0,-1.53739,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.782,1.115,-0.9209,1.086
30.40,31.67,31.68,0,-1.63190,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.8503,0.4018,-1.242,-0.5895
30.80,32.07,32.08,0,-1.49688,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.6683,0.6525,2.899,50
31.20,32.47,32.48,0,-0.91862,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-1.045,0.985,1.452,2.591
31.60,32.87,32.88,0,-1.50299,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.9058,1.82,-0.3229,0.2931
32.00,33.27,33.28,0,-1.23003,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.5754,2.1,3.763,47.03
32.40,33.67,33.68,0,-0.80525,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.2188,4.035,2.302,3.545
32.80,34.07,34.08,0,-1.27019,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.946,3.464,0.3639,0.1632
33.20,34.47,34.48,0,-0.79362,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.282,3.609,4.929,46.98
33.60,34.87,34.88,0,-1.80075,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.952,4.202,-1.128,1.265
34.00,35.27,35.28,0,-1.74917,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.441,2.087,-1.325,-0.4107
34.40,35.67,35.68,0,-1.07783,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.1889,1.225,4.154,49.72
34.80,36.07,36.08,0,-1.66397,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.03107,0.6397,-1.071,1.273
35.20,36.47,36.48,0,-1.58280,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.2466,0.05187,-1.094,-0.5998
35.60,36.87,36.88,0,-1.15746,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.7213,0.3377,3.704,50
36.00,37.27,37.28,0,-1.65201,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.5573,0.7176,-1.113,0.7916
36.40,37.67,37.68,0,-1.60547,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.5131,0.2347,-1.156,-0.5814
36.80,38.07,38.08,0,-1.03210,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.3162,0.2028,4.101,50
37.20,38.47,38.48,0,-1.58357,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.08865,0.5552,-0.8903,0.7189
37.60,38.87,38.88,0,-1.63267,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.2012,0.1191,-1.237,-0.762
38.00,39.27,39.28,0,-1.45289,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.08379,-0.03324,2.815,50
38.40,39.67,39.68,0,-0.99646,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.2291,0.514,1.001,2.844
38.80,40.07,40.08,0,-1.47251,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.1124,0.2904,-0.6568,0.03617
39.20,40.47,40.48,0,-0.84690,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.009,0.1445,4.19,44.53
39.60,40.87,40.88,0,-1.18156,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.768,1.485,0.3957,1.958
40.00,41.27,41.28,0,-1.35406,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.531,1.181,-0.4128,-0.1326
40.40,41.67,41.68,0,-0.94735,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.004,1.407,4.116,47.56
40.80,42.07,42.08,0,-1.58366,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.457,2.287,-0.8247,0.716
41.20,42.47,42.48,0,-1.61568,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.818,0.9466,-1.179,-0.3309
41.60,42.87,42.88,0,-1.11342,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.6621,0.909,3.953,50
42.00,43.27,43.28,0,-1.54321,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.1118,1.12,-0.5836,1.863
42.40,43.67,43.68,0,-1.46855,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.05275,0.6997,-0.5524,0.1414
42.80,44.07,44.08,0,-1.04473,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.8563,0.4729,3.706,44.98
43.20,44.47,44.48,0,-1.11018,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.984,1.011,0.438,1.133
43.60,44.87,44.88,0,-1.12840,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.608,0.2669,-0.07782,-0.8211
44.00,45.27,45.28,0,-0.49161,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.655,0.2699,5.254,50
44.40,45.67,45.68,0,-1.18773,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.986,0.649,-0.09498,1.058
44.80,46.07,46.08,0,-1.44619,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.476,0.7312,-0.638,0.1553
45.20,46.47,46.48,0,-1.40193,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.6395,1.154,3.071,47.02
45.60,46.87,46.88,0,-1.73952,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-1.046,2.413,-0.925,0.01188
46.00,47.27,47.28,0,-1.62516,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.1633,0.9715,-1.051,-0.8187
46.40,47.67,47.68,0,-1.23611,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.155,0.4411,3.439,50
46.80,48.07,48.08,0,-1.25137,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.387,0.09074,-0.06451,1.593
47.20,48.47,48.48,0,-1.42148,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.715,-0.231,-0.8201,-0.4939
47.60,48.87,48.88,0,-0.78724,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.088,-0.125,4.576,50
48.00,49.27,49.28,0,-1.28801,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.065,0.9438,-0.08684,1.6
48.40,49.67,49.68,0,-1.63267,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.907,0.3784,-1.231,-0.2492
48.80,50.07,50.08,0,-1.39494,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.1837,0.5526,2.891,46.53
49.20,50.47,50.48,0,-1.62444,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.3786,0.6569,-0.8953,1.38
49.60,50.87,50.88,0,-1.57961,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4288,0.04108,-1.108,-0.6164
50.00,51.27,51.28,0,-1.31599,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.362,-0.09817,3.071,50
50.40,51.67,51.68,0,-1.46953,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.59,0.3662,-0.725,1.108
50.80,52.07,52.08,0,-1.46435,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.746,0.06729,-0.9168,-0.8006
51.20,52.47,52.48,0,-1.57190,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.962,0.1889,2.289,50
51.60,52.87,52.88,0,-1.50919,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.902,0.6079,-0.8966,0.1919
52.00,53.27,53.28,0,-1.48186,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.346,0.1644,-0.8645,-0.2039
52.40,53.67,53.68,0,-1.35171,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.8816,0.1119,3.058,50
52.80,54.07,54.08,0,-1.65163,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.5082,0.5427,-1.149,0.6585
53.20,54.47,54.48,0,-1.70013,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.01701,0.03593,-1.408,-0.3654
53.60,54.87,54.88,0,-1.23131,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.6572,0.1041,3.592,50
54.00,55.27,55.28,0,-1.50608,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.6389,0.5498,-0.5694,0.8185
54.40,55.67,55.68,0,-1.38899,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.63,-0.148,-0.6125,-0.8966
54.80,56.07,56.08,0,-1.61253,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.739,-0.5308,2.053,50
55.20,56.47,56.48,0,-1.48508,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.849,0.05072,-0.8833,0.7924
55.60,56.87,56.88,0,-1.51635,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.035,-0.2708,-1.018,-0.2139
56.00,57.27,57.28,0,-1.09633,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.1328,-0.1514,3.861,50
56.40,57.67,57.68,0,-1.64354,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.1287,0.4377,-1.116,0.4603
56.80,58.07,58.08,0,-1.62772,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.2114,-0.03827,-1.25,-0.7098
57.20,58.47,58.48,0,-1.26862,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.7689,0.03658,3.306,50
57.60,58.87,58.88,0,-1.33093,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.213,0.2236,-0.3075,0.8946
58.00,59.27,59.28,0,-1.28919,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.336,-0.1912,-0.5017,-0.747
58.40,59.67,59.68,0,-0.85711,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.157,-0.07059,4.256,50
58.80,60.07,60.08,0,13.51935,1,e_rec,cross-domain,0.0547,0.0000,-6.243,-2.772,-4.378,50,-8.793,11.06,10.53,50,50
59.20,60.47,60.48,0,11.35490,1,e_rec,cross-domain,0.3672,0.0000,-6.243,-2.772,-4.378,50,-8.793,50,28.07,50,50
59.60,60.87,60.88,0,8.39245,1,e_rec,cross-domain,0.6797,0.0000,-6.243,-2.772,-4.378,50,-8.793,50,35.33,50,50
60.00,61.27,61.28,0,4.95759,1,e_rec,cross-domain,0.9922,0.0000,-6.243,-2.772,-4.378,50,-8.793,50,50,50,50
60.40,61.67,61.68,0,5.35953,1,e_rec,cross-domain,1.0000,0.0000,-6.243,-2.772,-4.378,50,-8.793,50,49.61,50,30.95
60.80,62.07,62.08,0,5.77523,1,e_rec,cross-domain,1.0000,0.0000,-6.243,-2.772,-4.378,50,-8.793,50,41.09,50,36.48
61.20,62.47,62.48,0,5.02101,1,e_rec,cross-domain,1.0000,0.0000,-6.243,-2.772,-4.378,50,-8.793,50,48.02,50,50
61.60,62.87,62.88,0,3.89148,1,e_rec,cross-domain,1.0000,0.0000,-6.243,-2.772,-4.378,50,-8.793,50,50,46.98,50
62.00,63.27,63.28,0,4.89509,1,e_rec,cross-domain,1.0000,0.0000,-6.243,-2.772,-4.378,50,-8.793,50,50,50,50
62.40,63.67,63.68,0,5.53629,1,e_rec,cross-domain,1.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,50,50,50,22.22
62.80,64.07,64.08,0,-7.55316,0,|r_qp|,cross-domain,1.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,48.47,17.68,4.709,24.28
63.20,64.47,64.48,0,8.86383,1,e_rec,cross-domain,0.8487,0.0000,-6.243,-2.772,-4.378,0,-8.793,42.11,9.564,50,29.4
63.60,64.87,64.88,0,9.96583,1,e_rec,cross-domain,0.7836,0.0000,-6.243,-2.772,-4.378,0,-8.793,36.31,4.944,50,7.577
64.00,65.27,65.28,0,10.84765,1,e_rec,cross-domain,0.7186,0.0000,-6.243,-2.772,-4.378,0,-8.793,46.62,4.107,50,10.89
64.40,65.67,65.68,0,-2.24374,0,|r_qp|,cross-domain,0.6126,0.0000,-6.243,-2.772,-4.378,0,-8.793,45.34,6.516,9.522,23.57
64.80,66.07,66.08,0,4.73024,1,e_rec,cross-domain,0.6151,0.0000,-6.243,-2.772,-4.378,0,-8.793,39.46,9.353,31.03,12.79
65.20,66.47,66.48,0,-5.66573,0,|r_qp|,cross-domain,0.5614,0.0000,-6.243,-2.772,-4.378,0,-8.793,25.36,9.519,-0.2017,9.042
65.60,66.87,66.88,0,-3.72544,0,|r_qp|,cross-domain,0.4500,0.0000,-6.243,-2.772,-4.378,0,-8.793,17.24,7.487,3.85,14.36
66.00,67.27,67.28,0,-3.20022,0,|r_qp|,cross-domain,0.2438,0.0000,-6.243,-2.772,-4.378,0,-8.793,9.467,5.595,0.9665,14.25
66.40,67.67,67.68,0,-1.74359,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.288,6.82,-0.02311,4.774
66.80,68.07,68.08,-1,13.57380,1,e_rec,cross-domain,0.0000,0.0078,-6.243,-2.772,-4.378,0,-8.793,1.587,11.24,50,50
